etX,Y,INTERSECTIONID,ROUTEID,MEASURE,INTERSECTIONNAME,GRADE,INTERSECTIONKEY,ACISA,OBJECTID
-77.0265955114633,38.9037988600668,11053492_11059602,11059602,1470.47595215,MASSACHUSETTS AVE NW & L ST NW,10,c8c19f7fae54a5e814e058867ffc4a0b,,3881987
-76.9364836790564,38.9118558251715,12073122_47058442,12073122,202.55900574,QUARLES ST NE & Alley-47058442,,a9576a70bdc8935d4118a15796d1b9bb,,3881988
-77.0005795053161,38.886478749389,13000402_13069812_13079172,13069812,285.45498657,PENNSYLVANIA AVE SE & 4TH ST SE & SEWARD SQ SE,13,ff47a57adf315f9090795217301e0f8c,4013,3881989
-77.0128309514488,38.951777960017,11064222_58010302,58010302,0,Driveway-58010302 & NEW HAMPSHIRE AVE NW,10,8c1e8e11593c3b745acaed54fe81d537,,3881990
-77.0174038245337,38.9107061209114,47012162_47012172_47055202,47012162,0,Alley-47012162 & Alley-47012172 & Alley-47055202,10,3e1dc8ef0c478c88727a14716a71ffdc,,3881991
-76.9407304202675,38.869641784988,13059602_43016842,43016842,205.82800293,BOULEVARD LN SE & MASSACHUSETTS AVE SE,,9780fae74cd9a6c8648e92c1eaaaf2ef,,3881992
-77.0783970255882,38.9467163429815,11037052_11063762*1,11063762,2250.81396484,NEBRASKA AVE NW & FORT DR NW,13,ed57f783445b627bd34872c76bb9295e,6156c,3881993
-76.960048277343,38.9124352611614,12025122_12046112,12025122,0,CONIFER RD NE & HOLLY SPRING RD NE,,9878e7b30cc61014e18ce7eaebc50601,,3881994
-77.0726786128052,38.9126015444992,11003702_11075332_11094002,11075332,733.19396973,RESERVOIR RD NW & 37TH ST NW & WINFIELD LN NW,13,eabfcf1d9f4e2697949fa68fc1186255,6241,3881995
-76.99202670612,38.9559433659756,12049332_12049922,12049332,0,JAMAICA ST NE & JEFFERSON ST NE,11,730b05f6f108fa497a38a375eef95b2e,,3881996
-77.0760118232319,38.91876077532,47036572_47041482_47044212,47036572,0,Alley-47036572 & Alley-47041482 & Alley-47044212,10,e87c641c3082d510945271588a596e39,,3881997
-76.9190959639454,38.8937435384821,12005702_12023662_62059462F_62059462F,62059462F,0,MARVIN GAYE TRAIL NE & 57TH ST NE & CLAY PL NE,,7351bd6c958ba87f2d6f7fa60a2686d4,,3881998
-77.0771436715887,38.9570295360144,11003902_11043552,11003902,3707.04394531,39TH ST NW & HARRISON ST NW,12,61db535c118f7ca2e2d4327d0e3b46c6,,3881999
-77.0236858532721,38.8792024179342,14069752_64058502,14069752,16.30999947,PEARL ST SW & MAINE AVE SW,,e4c0b76dd1289239db41c105bbd3f59a,,3882000
-76.9874704782118,38.9089934758218,12025932_12092622,12092622,996.92901611,WEST VIRGINIA AVE NE & CORCORAN ST NE,10,edd4dd58311fcdc73d643a7ac107adfe,,3882001
-77.0275884085884,38.9170066183716,11087232_47080972,11087232,1218.08996582,U ST NW & Alley-47080972,10,1f529f8e04d165188d587debb93fdfed,,3882002
-77.0153776397577,38.9517347463276,47005852_47046562_47084452,47046562,0,Alley-47046562 & Alley-47005852 & Alley-47084452,10,cd1fd3e2ba7db22aa7ac8d51ece3f042,,3882003
-77.0650084470216,38.9039496528686,11041142_11071952,11071952,92.03900146,POTOMAC ST NW & GRACE ST NW,10,e1925039d99a4ad8966e39e03063457f,,3882004
-77.0720165228495,38.9275364145791,11003632_11039522,11003632,433.4039917,36TH PL NW & GARFIELD ST NW,13,6967cd914095d87ac40c0a5ca7f5f405,6107,3882005
-77.0139344943222,38.9573287826445,47001402_47008022_47051652,47008022,0,Alley-47008022 & Alley-47001402 & Alley-47051652,10,158204bc2af9aff8c7c11fb0c6eee62a,,3882006
-77.0020310308656,38.9207695562519,12000302_12011312,12000302,2902.72094727,3RD ST NE & ASCOT PL NE,11,3ee47f52215ffa8cb8f051a8efa5895e,,3882007
-77.0214760745417,38.9585510886314,11058372_36003472,11058372,1113.90405273,MADISON ST NW & Ramp-36003472,10,3769df4de10b8703a72bfafc4c2c38d6,,3882008
-76.9565788636811,38.9161814920311,12025122_58019612,58019612,0,Driveway-58019612 & CONIFER RD NE,,0cbe985f77c2b49751d654388aaf007e,,3882009
-76.96551282242,38.8551314130609,13003002_13038742,13038742,916.92498779,GAINESVILLE ST SE & 30TH ST SE,11,c85d1a16e55094396c0536e2da88ec41,,3882010
-76.9440295929796,38.8829000744304,13019432_47020562,47020562,0,Alley-47020562 & BURNS ST SE,10,db3df8f8697f4d0db686fdaec29709d1,,3882011
-76.9551993492554,38.9236936291268,12094482_47089092,12094482,112.30699921,WRIGHT TER NE & Alley-47089092,10,136f7e3377333acdf98ee1482d55fe81,,3882012
-77.0072566525553,38.8220401209317,14081312_58011812_58012932_58015802,58015802,0,Driveway-58015802 & SOUTH CAPITOL TER SW & Driveway-58011812 & Driveway-58012932,10,504d6b12065fcaed95a3a15567d66f03,,3882013
-77.0276756920201,38.932025791818,11064222_11068902,11068902,799.57501221,PARK RD NW & NEW HAMPSHIRE AVE NW,11,717625015ceb32945dff328181eb11fe,,3882014
-77.0035068707744,38.9136819096975,12000202_47059442,47059442,128.36700439,Alley-47059442 & 2ND ST NE,10,6d6e2c1889dd2b89c5eb2818733fe511,,3882015
-77.041814646472,38.9606705420174,11014272_11050642_36002182,36002182,0,Ramp-36002182 & BEACH DR NW & JOYCE RD NW,12,96c9ab3f4630d38772349c3805f15f9a,,3882016
-76.9844016382261,38.9071175325293,47012232_47060822_47073622,47073622,164.21499634,Alley-47073622 & Alley-47012232 & Alley-47060822,10,198d73ac11eeb10156f3397e76059c4d,,3882017
-77.0174535779249,38.9344102460758,11053722_58009032,58009032,41.56900024,Driveway-58009032 & LAKES CIR NW,10,1e8a3758ab1d59794777101eefbd84ca,,3882018
-77.0199004805833,38.9597949127314,11000502_47084392,11000502,5278.81884766,5TH ST NW & Alley-47084392,10,26865323e7fd34a80f45fd7f95177b61,,3882019
-76.9334792420978,38.8937571276488,47008272_47010922_47065372,47008272,72.89700317,Alley-47008272 & Alley-47010922 & Alley-47065372,10,60ab2aeb4b3bc3270a39282b643bf330,,3882020
-77.0616562119093,38.9409793983446,11025152_11086122,11086122,976.52697754,TILDEN ST NW & CONNECTICUT AVE NW,13,9ffd6c77bfa52280d8e16dd8a43126f4,6081,3882021
-76.9558023809409,38.8594256384911,13020152_47002422,13020152,545.18701172,CAMDEN ST SE & Alley-47002422,10,2be3e1ab86256938482ec66e0b0aff89,,3882022
-77.008912386281,38.9162903823456,12086322_25065323,25065323,689.26300049,NORTH CAPITOL ST NE Service Rd & TODD PL NE,10,a23442d44088a5e1f97a53f7242dde1a,,3882023
-77.0184916019593,38.8263887134352,14086102_14086102A,14086102A,0,TILLER CT SW & TILLER CT SW,10,2794c7f4647b986cbc1cd0b251ea6b43,,3882024
-77.0580567556474,38.9031007995121,11002902_47000362,11002902,60.36700058,29TH ST NW & Alley-47000362,10,34f4a67367910ed7099f55210dbca789,,3882025
-76.9689713519347,38.8698991555424,13002702_47024812,47024812,44.44900131,Alley-47024812 & 27TH ST SE,,6184563e5a125e79c9149d714d436b38,,3882026
-77.0021946044723,38.9637735325562,12072932_47045942_47057152,47045942,33.84999847,Alley-47045942 & QUACKENBOS ST NE & Alley-47057152,10,434257811a1524913d3817b6172b0370,,3882027
-77.0297101533676,38.9286426717119,11001302_11048752,11048752,2055.70703125,IRVING ST NW & 13TH ST NW,13,2a3214d568a2f089ae333cea9102cd54,5041,3882028
-76.9902434423557,38.9005417885196,12001202_47042302,12001202,1127.73205566,12TH ST NE & Alley-47042302,,273e92d9ef5bd76c341fc7d79161ff49,,3882029
-77.0582143976979,38.9109107269448,11002902_47078732,47078732,0,Alley-47078732 & 29TH ST NW,10,864655ea755784190a7571b0c149927a,,3882030
-76.9896531096229,38.8360189314014,13088982_36005862,36005862,27.72599983,Ramp-36005862 & VARNEY ST SE,11,d2a494fedceadf057041c3cf7c6ab7db,,3882031
-76.9751911641838,38.9023841584791,12002002_12047772,12002002,905.88098145,20TH ST NE & I ST NE,11,6a46fa617fd2a26e14f2b7d9fc621db3,,3882032
-76.9855094199132,38.8795519247308,13001402_47002042,47002042,0,Alley-47002042 & 14TH ST SE,,77c2fe81391d46a2ade20e235f1b761c,,3882033
-76.9815744421125,38.8618289609158,13041662_47030872,47030872,55.60200119,Alley-47030872 & GREEN ST SE,10,6604cdf1414c3ab6e80b8dc25fce326f,,3882034
-76.9896991186085,38.8864384347047,47026902_47051932_47072282,47026902,0,Alley-47026902 & Alley-47072282 & Alley-47051932,10,5e5619d1ddbcd874ef17c7c24cc33b0f,,3882035
-77.0117074460075,38.9115051949773,47010482_47015262_47039842,47039842,44.33499908,Alley-47039842 & Alley-47010482 & Alley-47015262,,83d902b94dc110ce30d1c6bd3dc3a36a,,3882036
-77.0680299652582,38.9640080920461,11062142_47080042,11062142,383.45498657,MORRISON ST NW & Alley-47080042,10,53ed0cb1ab549e251f75183546596e37,,3882037
-76.9845996671503,38.9145368659474,12035292_12066882*1,12066882,355.51300049,OKIE ST NE & FENWICK ST NE,10,72519858da5b3882631eb85824e827d4,,3882038
-76.9777021772482,38.897344072433,47016142_47034642_47065482,47016142,0,Alley-47016142 & Alley-47034642 & Alley-47065482,,f2cfadb590059e4cbd05346db45a7946,,3882039
-77.0268570930478,38.9446541375398,47007512_47007552_47077122,47077122,0,Alley-47077122 & Alley-47007512 & Alley-47007552,10,21144a714c3dc2d10c7d62b4c2635b5d,,3882040
-77.0046927269228,38.9259424454063,12038092_58016012,58016012,0,Driveway-58016012 & FRANKLIN ST NE,10,9889c77e1f1273ac58a25c3ceda6b323,,3882041
-76.980625362018,38.9033410626113,47002532_47019682_47029822,47002532,0,Alley-47002532 & Alley-47019682 & Alley-47029822,10,ad83191bbf8d701e5d015eae1d4252dd,,3882042
-77.035633730043,38.9069385390668,11059602_36002592_36002662,36002662,60.47000122,Ramp-36002662 & MASSACHUSETTS AVE NW & Ramp-36002592,10,0e1319f9032aa149b1687572f7aff0af,,3882043
-76.9606276849412,38.8712594414479,13017352_13068382,13017352,705.25701904,BRANCH AVE SE & P ST SE,11,e3e397518916af11d927aa083e6a897a,,3882044
-77.0109352231882,38.9482140192282,58003312_58006852_58007802,58003312,0,Driveway-58003312 & Driveway-58006852 & Driveway-58007802,10,553cec6447aefdbc761cbc8cf04d4d9d,,3882045
-77.0529238164017,38.8964744703465,36000222_36001222_36002232,36002232,0,Ramp-36002232 & Ramp-36000222 & Ramp-36001222,10,ad35011dbdab2ccc4116b4fd424228eb,,3882046
-77.0658111542516,38.9626529889904,47023012_47023032_47047532,47023032,0,Alley-47023032 & Alley-47023012 & Alley-47047532,10,9706fa701e5e9b57b8149ce77523b0b8,,3882047
-77.0911514010054,38.9515840964706,47025312_47041462_47062672,47062672,59.21500015,Alley-47062672 & Alley-47025312 & Alley-47041462,10,02491b7c97caac593783f2c8c450e989,,3882048
-76.990430678738,38.8434256303486,13001202_47024622,47024622,48.45500183,Alley-47024622 & 12TH ST SE,,dc2e417d68902600431f8d7196ce46a1,,3882049
-76.966431498169,38.8749862286878,13002902_13010532,13010532,1482.42797852,ANACOSTIA RD SE & 29TH ST SE,10,3be13905529eed99b81bb1e46c9df759,,3882050
-77.0367822748685,38.9305801493759,11053752_58010182,58010182,0,Driveway-58010182 & LAMONT ST NW,10,a96f9ab80e72d3e08535a09dbd8785ff,,3882051
-76.9297315546662,38.892202727498,12018132_47031142,47031142,0,Alley-47031142 & BROOKS ST NE,,2b9f03942566053bddc3724021067a15,,3882052
-77.0517254897283,38.9204391584136,11014272_11076632_11080352,11014272,0,BEACH DR NW & ROCK CREEK AND POTOMAC PKWY NW & SHOREHAM DR NW,10,56a176370f6652f30890fb09a420087a,,3882053
-77.0759967941405,38.9373902458808,11003802_11070652,11070652,76.0719986,PLATTSBURG CT NW & 38TH ST NW,11,a4aa28b8de11e6e282fcb800238bb3ef,,3882054
-76.9708001222881,38.9193710768293,12002432_12015992,12015992,2413.90893555,BLADENSBURG RD NE & 24TH PL NE,11,85748d2970c50ef7319db14f93a1d9dd,,3882055
-76.9793566831263,38.8500313675719,13086312_47085392,13086312,397.58401489,TOBIAS DR SE & Alley-47085392,10,27e6ba3aa2ca0b7c6670f07d35410eab,,3882056
-77.0334207791816,38.9665015732113,11001402_47039432,47039432,323.2130127,Alley-47039432 & 14TH ST NW,10,92fffc1fd167ae6a023dfaab7326d526,,3882057
-76.9698718380031,38.9196735210463,12088462_58009902,12088462,1244.7590332,V ST NE & Driveway-58009902,10,1f137aaa9ece33ccd4b3cc1f7eb8ba98,,3882058
-77.0225628594271,38.9520101973425,11039062_47062372_47062382,47062382,0,Alley-47062382 & GALLATIN ST NW & Alley-47062372,10,e8723f56637bebbaf671fbd1f4d06369,,3882059
-77.0616416417236,38.9487949148865,11003002_47033372,47033372,154.49000549,Alley-47033372 & 30TH ST NW,10,02a71830ba1ffc1cea0bd0c81777622e,,3882060
-77.0020381986642,38.913345699339,12000302_12074622,12000302,2078.60302734,3RD ST NE & RANDOLPH PL NE,11,fc8b96a17158d156fcd9eb0954f90b33,,3882061
-77.0037461280892,38.8737769753646,13020282_13063162,13063162,184.01899719,N PL SE & CANAL ST SE,,e8490e29229f6ac8b62b93a321f70b36,,3882062
-76.9354453171165,38.8738862937363,47073302_47080932_47080942,47080932,0,Alley-47080932 & Alley-47073302 & Alley-47080942,,e3f7f7600a532dd9cde175d7e4806e1a,,3882063
-76.9866374917394,38.8675899732971,13084562_47068232,13084562,33.73500061,T ST SE & Alley-47068232,,fbc09dab038e6a3ec7db113d37fb78e3,,3882064
-77.0428794370566,38.9140976569204,11077672_47023852_47079452,47023852,45.70600128,Alley-47023852 & S ST NW & Alley-47079452,10,670c27c28317d4260d7fc8e8514cf6a9,,3882065
-77.0310921565403,38.9779963657691,11035422_47066302,47066302,38.68000031,Alley-47066302 & FERN ST NW,10,63e65b0d01c60741c7d67a6c833e9ed1,,3882066
-76.9973218668234,38.8876027409171,13047972_43018462,43018462,0,BROWNS CT SE & INDEPENDENCE AVE SE,,9550fc9d06b1aa8f47023d0d8a910ca5,,3882067
-76.9800615503424,38.9033370221005,12001732_47002532_47064492,12001732,398.89898682,17TH PL NE & Alley-47002532 & Alley-47064492,10,56ae29564097b517b8b833acaab1acb5,,3882068
-77.0073344447325,38.9305862212131,15065322_36000052,36000052,0,Ramp-36000052 & NORTH CAPITOL ST BN,10,9b1414d19b8cfa9f423020cb89da2349,,3882069
-76.9734892858721,38.9117694035531,12011992_12062382,12011992,1348.85095215,AZALEA RD NE & MT HAMILTON RD NE,10,a45ba8036130fb6a5abe484a8415d986,,3882070
-77.0005786678234,38.8827104339219,13000402_13031332_13081382,13031332,921.92401123,E ST SE & 4TH ST SE & SOUTH CAROLINA AVE SE,11,30f72d2f741f6503f64cb92414042233,,3882071
-77.0434602069414,38.903203819183,11001902_41025362,11001902,1231.81994629,19TH ST NW & CONSTITUTION CT NW,,2a47fe3fd4e08864832a369d6d509fdb,,3882072
-77.0519094089224,38.8955407397364,58001152_58006282_58008592,58001152,81.41500092,Driveway-58001152 & Driveway-58006282 & Driveway-58008592,10,81e1bdb881f7c21de7b8ab61e8e6c211,,3882073
-76.9738331238591,38.9196297848233,12008972_58012832_58014652,58014652,0,Driveway-58014652 & ADAMS PL NE & Driveway-58012832,10,4edf34603a29342a424d205ebdad1073,,3882074
-77.0815678806185,38.906883213249,11057912_36000502_36001472,11057912,73.93499756,MACARTHUR BLVD NW & Ramp-36000502 & Ramp-36001472,10,3094c0a1ec9ae0d5ca642152e01d1e77,,3882075
-76.9426111815437,38.8918984896593,12004202_12016252,12004202,109.97799683,42ND ST NE & BLAINE ST NE,,2b86e637a2616e4ca4c0850285e5137f,,3882076
-77.0341067266936,38.9461349836848,11018782_47013222,11018782,1563.9630127,BUCHANAN ST NW & Alley-47013222,10,12eaa38b8f1af92852dd04d98a398d93,,3882077
-76.9978428142413,38.8632435992444,15048451_36000472,36000472,0,Ramp-36000472 & INTERSTATE 295 I BN,10,b4d2cd051b38b2ac2f853321bc406b7a,,3882078
-76.9883551427369,38.923153227128,12017612_12030222,12017612,1043.99401855,BRENTWOOD RD NE & DOUGLAS ST NE,11,b300907ebf5e9e808a2c38c79e2cb32c,,3882079
-77.0214701385331,38.8408018320736,14074692_14086302,14086302,516.84899902,TINKER ST SW & RANDOLPH WAY SW,11,5968a2e2f9d31ecdda21595ab17bba82,,3882080
-76.97364666348,38.939566316731,12018982_47063612,47063612,88.23400116,Alley-47063612 & BUNKER HILL RD NE,10,2acd764ba8c7c84a3ba772b3a34a2b39,,3882081
-77.0199041402874,38.9096506914697,11000602_11068382,11000602,1950.27001953,6TH ST NW & P ST NW,13,bc209e47943766d9691c3cbe9456aee7,3017,3882082
-77.08248318411,38.9594161891264,47011182_47014982_47038272,47014982,0,Alley-47014982 & Alley-47011182 & Alley-47038272,10,390632023ec29bb9a02d82625c7ab8de,,3882083
-76.9492139053205,38.902252339979,12013452_12044072,12013452,404.26400757,BARNES ST NE & HAYES ST NE,11,59577faa84d4f791e054253bec0887c9,,3882084
-77.0616415244789,38.949686545452,11003002_11017482_11039842,11017482,775.33300781,BRANDYWINE ST NW & 30TH ST NW & GATES RD NW,12,aeda9ea3aa90b04a22335fa86c8a5a9f,,3882085
-77.0514161153216,38.9037477921514,11002402_11053492,11002402,651.10797119,24TH ST NW & L ST NW,13,37d75a5c902ca0eb98ee2e87a4fda211,1167,3882086
-77.0478361216529,38.9007040104717,11047772_47079582,47079582,0,Alley-47079582 & I ST NW,10,29349bbaf290e4c596e7622b66f530f1,,3882087
-76.9360796342614,38.9006698797035,12047192_47071732_47086642,12047192,717.96600342,HUNT PL NE & Alley-47071732 & Alley-47086642,10,f66ad2c2e85ed46b951a07ffe6c30106,,3882088
-77.0166558472878,38.9432053237836,11089112_47048262_47069412,47048262,58.56600189,Alley-47048262 & VARNUM ST NW & Alley-47069412,,aff308eba223dc6a17b889d82d988887,,3882089
-76.9457736930214,38.9056309721046,12060252_47038922,12060252,50.61600113,MEADE ST NE & Alley-47038922,10,0cef39b06644e709c2dc43d4555fdde1,,3882090
-76.994977842007,38.85566987738,13031002_13071112,13071112,940.63897705,POMEROY RD SE & DUNBAR RD SE,0,a8c674de7ffc425549a5495a07331675,,3882091
-77.0208011063219,38.9339917489399,11064542_11090872,11090872,671.14898682,WARDER ST NW & NEWTON PL NW,12,fbc82dfa9f43c2b00a23a93a5f2778d9,,3882092
-77.0170776895195,38.9511041833836,11034972_47045812_47049682,47045812,0,Alley-47045812 & FARRAGUT ST NW & Alley-47049682,10,be3ee697e866acf855930af6cf8a764b,,3882093
-77.0348184231036,38.9315480542322,47064852_47069792_47069802,47069792,0,Alley-47069792 & Alley-47064852 & Alley-47069802,,186022b0d5181d658b4120ab249e6aa2,,3882094
-77.0561150831181,38.9007005522146,11002702_11047772,11002702,33.94800186,27TH ST NW & I ST NW,14,ed2d1325ea4ba55361e53ef8c3fd84e4,1174a,3882095
-77.0259762595488,38.8848551545761,14001002_14026912_14054972,14054972,301.82598877,L'ENFANT PROMENADE SW & 10TH ST SW & D ST SW,13,0c81277236ccd57f8cd274e0220f4719,1214,3882096
-77.0288871850754,38.9497423776541,11011052_11033472,11011052,1365.85400391,ARKANSAS AVE NW & EMERSON ST NW,11,d37115fbc10beb721da7aa98ddefba5d,,3882097
-77.0234749761372,38.9159601542952,47067372_47068422_47080952,47080952,0,Alley-47080952 & Alley-47067372 & Alley-47068422,,834eeaadb45f05f453282319d1941c22,,3882098
-77.011403699471,38.8756068683591,14046932_47053072,14046932,95.36299896,HOWISON PL SW & Alley-47053072,,c9ac92a3bd9b2d7aa73b7d23158fd065,,3882099
-77.0402785021369,38.9056559434477,11057852_36001932,36001932,31.88599968,Ramp-36001932 & M ST NW,10,a0a335deef31feeb962d98da78903ea0,,3882100
-76.9736835140803,38.9407291786388,12084892_47015682_47067722,12084892,2481.87402344,TAYLOR ST NE & Alley-47015682 & Alley-47067722,10,e7e34349a22940c34b77a34f64ccdf4c,,3882101
-76.9280234603902,38.9057172884843,47018032_47035552_47078982,47035552,0,Alley-47035552 & Alley-47078982 & Alley-47018032,10,4b62a5e32c5cfea8f5058ed091530282,,3882102
-77.0239180242254,38.9338063022037,11040042_11064542,11040042,1956.55603027,GEORGIA AVE NW & NEWTON PL NW,10,205ec52a634a95cf9c44abf6e140bb6e,,3882103
-76.9342650927401,38.9100002393456,12067082_47079352,47079352,203.41600037,Alley-47079352 & OLIVE ST NE,10,55bb49598e42a6b3c9273973a01be279,,3882104
-77.0841283949931,38.9120672246286,47003592_47040772_47069722,47069722,41.23400116,Alley-47069722 & Alley-47003592 & Alley-47040772,10,9b07715b576f9c583019c1099c31811d,,3882105
-77.0843303682876,38.9580347602177,11048362_11094052,11048362,1088.88793945,INGOMAR ST NW & WISCONSIN AVE NW,13,7f6a2815d0c65500d35d83be4594c880,6267,3882106
-77.0020456729771,38.8925549642848,12000302_12059472,12059472,334.37200928,MARYLAND AVE NE & 3RD ST NE,13,001f7ead08855538c285d377b1317f1d,3054a,3882107
-77.0019728617492,38.8223554915611,13056222_58015272,58015272,0,Driveway-58015272 & LIVINGSTON RD SE,10,12a9bec9594ae983e3437b351e51eb9f,,3882108
-76.9741792972616,38.939659491276,12002202_12079562,12079562,1025.56896973,SHEPHERD ST NE & 22ND ST NE,11,514d8240ef28f025aa1c6741dbd1c7c1,,3882109
-77.0886375814884,38.9483593804894,11004502_47069862,11004502,2254.48999023,45TH ST NW & Alley-47069862,10,b257d4b91706c740618325d4c4f58bc6,,3882110
-77.0307874686427,38.8946405962744,11001352_11026912,11001352,0,13 1/2 ST NW & D ST NW,10,0a86b5989aeb2eeefc9cee69e34dea71,,3882111
-76.9862885727569,38.9317937787377,12001402_12054472,12001402,2774.36499023,14TH ST NE & LAWRENCE ST NE,11,fe9b1a2e4cc7560d966d85a6889e660c,,3882112
-76.9795867748441,38.8984186823343,12001702_47083322,12001702,979.97900391,17TH ST NE & Alley-47083322,,5725f5034bad34a26947f1539a868642,,3882113
-77.0357957781493,38.9191898314601,11090152_47046312,47046312,118.59200287,Alley-47046312 & W ST NW,10,3b864a59c20ebf314c836662ab0be9f1,,3882114
-77.0227361335042,38.9403466531632,47007432_47028172_47048232,47048232,0,Alley-47048232 & Alley-47028172 & Alley-47007432,10,cf44becc3056a82aade2f52345296a07,,3882115
-76.9807662756875,38.8886817704657,13001702_13008582,13001702,125.00099945,17TH ST SE & A ST SE,11,2411a44d4369003b2f80ac1177be7654,,3882116
-77.0186603698117,38.9649589910355,11076242_47061932,11076242,564.73199463,RITTENHOUSE ST NW & Alley-47061932,,af99767d3e242252331a8133293a537e,,3882117
-76.9677754773058,38.871699242852,13002802_47011662,13002802,360.75,28TH ST SE & Alley-47011662,10,69dff03c5d91c6ab638e0604f15b2f97,,3882118
-77.0712233317185,38.9561368437903,47019322_47021732_47044272,47044272,194.00300598,Alley-47044272 & Alley-47019322 & Alley-47021732,10,49520fb0e320c064502cb01310fe0ac0,,3882119
-76.9361714764666,38.9047584633262,12004602_12054662,12004602,1056.03198242,46TH ST NE & LEE ST NE,11,c9343e4d3f4e83c8a1a82e34914365a2,,3882120
-77.0255165960402,38.9418803715162,11040042_11088012,11088012,1060.3380127,UPSHUR ST NW & GEORGIA AVE NW,13,0a87a6089c9dd10746382b0be0a2f186,5258,3882121
-76.9684531118385,38.8749855130634,13063182_47040062,47040062,0,Alley-47040062 & N ST SE,,d2090164c36955f8468a96c9a541bf42,,3882122
-77.0803162337947,38.9462905606901,11095222_47043282,11095222,1283.07104492,YUMA ST NW & Alley-47043282,10,9276ef791e398b9b9066a1e7203baccf,,3882123
-76.9206643715907,38.8873831132884,13011962_47020422_47072462,13011962,621.15600586,AYERS PL SE & Alley-47072462 & Alley-47020422,10,4a7173f0e3cf039013d76ed710208049,,3882124
-77.0300328087304,38.9049897871144,11059602_21059601_21059603*1,11059602,1796.63098145,MASSACHUSETTS AVE NW & MASSACHUSETTS AVE NW Service Rd & MASSACHUSETTS AVE NW Service Rd,13,37f201204daccefe6f56ec3e4353cfa2,2140,3882125
-76.9352332574041,38.9106537499523,12051802A_36002952,12051802A,1177.5670166,KENILWORTH AVE NE & Ramp-36002952,10,7ae80ba366ee7d031ac59b6e0dfb773e,,3882126
-76.9989632911062,38.9255939492607,12038092_47041782,12038092,867.00097656,FRANKLIN ST NE & Alley-47041782,10,3c0f430f39b1e5ab8341c6a216db4b7d,,3882127
-77.0844886656422,38.9275327566943,11039522_47022842,47022842,0,Alley-47022842 & GARFIELD ST NW,10,2f05782dc4d76f26aef834464f26dc89,,3882128
-77.0055695955542,38.9615566873642,12064222_58000712,58000712,0,Driveway-58000712 & NEW HAMPSHIRE AVE NE,10,2b2f1da0bd36f2bdbee7c651bd3dab15,,3882129
-77.0170831826583,38.9410519745042,11000402_11084892,11084892,236.10600281,TAYLOR ST NW & 4TH ST NW,,7d1ea1c917d2c70666a4d9915742b228,,3882130
-76.9958101679073,38.9491394709357,12000732_47015662,12000732,99.08399963,7TH PL NE & Alley-47015662,10,f98e432a25f46c1bb128f0fccaf4af70,,3882131
-77.0057321823821,38.9263116229243,12038092_12040432,12038092,265.00500488,FRANKLIN ST NE & GIRARD ST NE,11,ac662b35c105ea0b5fc795ca8ab29d57,,3882132
-77.0073128458053,38.825159410193,14036982_47024232,47024232,0,Alley-47024232 & FORRESTER ST SW,10,2a54cf862c4b4ad4d07fbba799632341,,3882133
-76.9999906252433,38.9321220797875,58022522_58022532_58022562,58022562,0,Driveway-58022562 & Driveway-58022522 & Driveway-58022532,10,e8a015030ab7e1498f2cae96071a178f,,3882134
-77.0420528924252,38.9111354834233,11064222_11072862,11072862,2692.84301758,Q ST NW & NEW HAMPSHIRE AVE NW,13,3c46fb8fb47b1b636451456b821e2a5b,1099a,3882135
-77.0616342870864,38.9518564630052,11003002_11027492,11027492,563.73999023,DAVENPORT ST NW & 30TH ST NW,12,06c9245b4a3bed443f5e89b9aafcd97d,,3882136
-76.9870522853861,38.8688513325837,13001302_13075592,13001302,1355.4630127,13TH ST SE & RIDGE PL SE,12,d204ccab39a417d8da34efe79373c257,,3882137
-77.0652888922975,38.9044477846703,11071952_58018302,58018302,63.99100113,Driveway-58018302 & POTOMAC ST NW,10,4c05f06ef07b2ccece0f8d9106d29bea,,3882138
-77.0199397788847,38.9575280221619,11000502_11056812,11000502,5026.79003906,5TH ST NW & LONGFELLOW ST NW,11,7f23d4270cbe0a60fb54b1892140c64c,,3882139
-76.9891844999578,38.8357499684344,47009932_47071332,47071332,0,Alley-47071332 & Alley-47009932,10,1b6ab287326aca5eb1a73ebe33708124,,3882140
-77.0268571764574,38.964960314195,11076242_47037652,11076242,1275.11303711,RITTENHOUSE ST NW & Alley-47037652,10,3678e7ef2bdc50ac396b7f97ecf483b1,,3882141
-76.9822140792508,38.8947868846439,12001602_12026912,12026912,2330.76904297,D ST NE & 16TH ST NE,12,9ba194b1d3315b92b891b0e3f485d04d,,3882142
-77.0686288431122,38.9050833376449,11057852_11097832,11097832,0,FRANCIS SCOTT KEY BRG NW & M ST NW,13,5c1f6c179e15f24d76894e4c706eb488,6092,3882143
-77.0384975381864,38.907932908916,11001702_11059602,11001702,2134.14404297,17TH ST NW & MASSACHUSETTS AVE NW,13,4bcb9541b6841f927ec73834c576a1bf,1075,3882144
-77.0136854039544,38.9050769749777,47085052_47085062_47085882_58007092,47085052,83.94599915,Alley-47085052 & Alley-47085882 & Driveway-58007092 & Alley-47085062,10,5bf4136f39638384ad5da2ea4f3e8e32,,3882145
-77.015070555396,38.9745754009341,11058822_58014142,11058822,191.52600098,MAPLE ST NW & Driveway-58014142,10,a399cb9398be191c16e35d0782a5ef37,,3882146
