etX,Y,INTERSECTIONID,ROUTEID,MEASURE,INTERSECTIONNAME,GRADE,INTERSECTIONKEY,ACISA,OBJECTID
-76.9926716406023,38.8755489922672,13001002_43014262,13001002,1342.61901855,10TH ST SE & BEATTY PL SE,,8376a57a3510d3c3e1f415db1ddf1334,,3888970
-76.9920829418544,38.8920167881123,12025352_47089842,47089842,101.90899658,Alley-47089842 & CONSTITUTION AVE NE,,0e1b14b76eeb973d4905de0dcdb5b8ba,,3888971
-76.9991441639235,38.8793839850058,13000502*1_13089892,13000502,906.29400635,5TH ST SE & VIRGINIA AVE SE,13,4a8a6c2e72361732cf0e266e472b6ae4,4015,3888972
-77.0592728283778,38.9113031747914,11003002_11020082,11020082,0,CAMBRIDGE PL NW & 30TH ST NW,11,192520458edb976a6167d964082d9530,,3888973
-77.0501371901149,38.8983345218643,11002302_11038612,11002302,901.03399658,23RD ST NW & G ST NW,13,7ea79b69278c90cddcdf28bbd84bdda9,1157,3888974
-76.9828864543533,38.8482336557116,13025092_58022352,58022352,0,Driveway-58022352 & CONGRESS ST SE,10,9174d21f7366def9b8081f80344825fc,,3888975
-77.0350067113737,38.9450694339316,11009882_47013262_47021832,11009882,1770.73498535,ALLISON ST NW & Alley-47013262 & Alley-47021832,10,549f35f22d2835ae2604703f7feaf4a4,,3888976
-77.0205672676589,38.9404125091986,47000102_47006352_47006362_47048532,47048532,0,Alley-47048532 & Alley-47006352 & Alley-47000102 & Alley-47006362,10,79c2132f882aec6f3878f5e4f3445ffb,,3888977
-76.9796946482447,38.8557048031354,47000322_47008852_47039002,47039002,81.56300354,Alley-47039002 & Alley-47000322 & Alley-47008852,10,6d0bc87e9595b0df41f37c61f312365d,,3888978
-76.925446375236,38.8912040330109,47042872_47081452_47081462,47081462,46.83000183,Alley-47081462 & Alley-47042872 & Alley-47081452,10,dec5ed5ed720cacf40a899656b8a7bf7,,3888979
-76.9961909376757,38.8785720986543,13000702_13089892,13000702,1224.59301758,7TH ST SE & VIRGINIA AVE SE,13,ee07bca5b194e6d1efddd3bbb126f3d3,4023,3888980
-76.9885079952843,38.8422252974203,13001302_47066312,47066312,76.13300323,Alley-47066312 & 13TH ST SE,,4cc05b23ca7919755075d23013130913,,3888981
-77.0196157631911,38.8823381826908,15048461_36002812,15048461,1657.32495117,INTERSTATE 395   BN & Ramp-36002812,10,c12e1274ebc7b7199c3f60d3ccb4c155,,3888982
-77.0755755832517,38.913938670472,11003902_11045132,11003902,145.51199341,39TH ST NW & HILLANDALE DR NW,17,eede2a0e41f1e942cb7f43eddda617c0,,3888983
-77.0090646491283,38.8844406485354,15081252_47061812,15081252,350.22900391,SOUTH CAPITOL ST BN & Alley-47061812,10,24baab8627eae4fe5bfcf129703d311b,,3888984
-77.0876491822865,38.9150023020148,11037892_58010772*1,11037892,1298.57397461,FOXHALL RD NW & Driveway-58010772,10,1b4983d63c935ceab155c577944d1046,,3888985
-77.0708337835177,38.961020766527,11022942_11060642,11060642,3535.74194336,MILITARY RD NW & CHEVY CHASE PKWY NW,11,5eacf93a5aa4027c266b2cb70d760fde,,3888986
-77.0570493690379,38.9049490896824,11002802_11069812,11069812,4335.72412109,PENNSYLVANIA AVE NW & 28TH ST NW,13,f00c0cd1d1acf908bd2f63b71518af88,6008,3888987
-76.9903686195239,38.9032518731076,47089272_47089282_47089292,47089282,9.90699959,Alley-47089282 & Alley-47089272 & Alley-47089292,10,34418a6415717b5c4dc92f658605d021,,3888988
-77.0209945017577,38.8406921055784,14051702_14086302,14086302,473.79598999,TINKER ST SW & KELLY ST SW,10,9806f19d2cca42fe9991ea270930c7e8,,3888989
-77.0652684461153,38.9610247803921,11060642_47077742,11060642,3053.29492188,MILITARY RD NW & Alley-47077742,,22b37acdfc78a43fe6d732e6351af6f3,,3888990
-77.0075452307353,38.9263965854373,47021022_47021032_47032922_47076892,47076892,40.04000092,Alley-47076892 & Alley-47021022 & Alley-47021032 & Alley-47032922,,f819531f9e15706b18e982d466a7518e,,3888991
-77.0099078713962,38.8428903828614,47047992_47063452,47063452,0,Alley-47063452 & Alley-47047992,10,74e87b37350a9df998516009ee086415,,3888992
-77.0154702207839,38.9175597378255,11033082_47039772,47039772,146.46000671,Alley-47039772 & ELM ST NW,10,64fdaa21d3301bffb56c2418a306cb82,,3888993
-76.9830539756423,38.8987100356336,12039002_47035132,47035132,0,Alley-47035132 & GALES ST NE,,135c0d17159a1dce2f4d32516cb709f2,,3888994
-77.0693848049966,38.9177333450454,11003502_11094052_58011062,11003502,1408.97302246,35TH ST NW & Driveway-58011062 & WISCONSIN AVE NW,13,ca1a8631395d963425c82ea5f80062a3,6265,3888995
-76.948732738918,38.9007589041945,12009512_12069252,12009512,78.84600067,ALBERT IRVIN CASSELL PL NE & PARKSIDE PL NE,12,ea0acd4b8ccdd5939ab7951508562a61,,3888996
-77.0319561811672,38.9103947182378,11001402_11023402,11001402,2238.30493164,14TH ST NW & CHURCH ST NW,10,8f3aef98baa4eb5e3b5f48941a69b41e,,3888997
-77.0166389952213,38.818528122959,58002462_58002932_58007422,58002462,0,Driveway-58002462 & Driveway-58002932 & Driveway-58007422,10,2286e75f1c3d818a178631c9d2b1ff7c,,3888998
-76.9607758052145,38.9287146270941,12015992_58017022,58017022,0,Driveway-58017022 & BLADENSBURG RD NE,10,67d9e105593c43e3a6b6f38c2c4faf65,,3888999
-76.948816739827,38.8628314371506,58018782_58018792_58018802,58018782,55.58200073,Driveway-58018782 & Driveway-58018792 & Driveway-58018802,10,44b8c120e06d4dbe3141387c8212f248,,3889000
-76.9961710957449,38.8961251074958,12000702_12031332,12000702,661.44000244,7TH ST NE & E ST NE,,f0de7f5b1c66a67f9cd97d4d38d33333,,3889001
-77.0808317887948,38.9565166809227,47014482_47075892_47076092,47076092,0,Alley-47076092 & Alley-47014482 & Alley-47075892,10,96cf07d64871e522845edecef94891fb,,3889002
-77.0393770941216,38.9148363122556,11084172_47061702,47061702,0,Alley-47061702 & SWANN ST NW,10,9e21f822e8a8f5d5ba2cab0ea4d5e59b,,3889003
-77.0087885941264,38.9494294711451,15065322_58017632,58017632,0,Driveway-58017632 & NORTH CAPITOL ST BN,10,730a753dc188036595d917c13ab576ac,,3889004
-77.0747238593967,38.93678120459,11003802_11071632,11071632,2213.09106445,PORTER ST NW & 38TH ST NW,17,7c8ffde079a79782b1f92aa0b8d882ac,,3889005
-76.9223310140548,38.8827825329548,13026912_13081512,13026912,4858.56884766,D ST SE & SOUTHERN AVE SE,,7322d935dbbbfd899ea00e339bda40bb,,3889006
-76.993754193748,38.9162457481202,12000902_58019872,12000902,2042.69396973,9TH ST NE & Driveway-58019872,10,51911c5826917b10020249d33ccbc7d9,,3889007
-77.0938065636091,38.9488082564292,11019692_47081322,11019692,812.04602051,BUTTERWORTH PL NW & Alley-47081322,10,8c21dd020ebf6bb812e533520e7e3728,,3889008
-76.9841042856152,38.9013191575656,12062202_47019582,47019582,0,Alley-47019582 & MORSE ST NE,,be38edf852a4d1f269bcf617333373cd,,3889009
-76.9929126467638,38.9233719360249,47029392_47050352_47070152,47070152,0,Alley-47070152 & Alley-47029392 & Alley-47050352,,ca5eb38c4218be289573c1182f36f68f,,3889010
-77.007765389249,38.9245257865143,12033932_47021472_47057632,47057632,51.51300049,Alley-47057632 & EVARTS ST NE & Alley-47021472,10,ee0d67fd279f0d42c1e6797eae3f58c0,,3889011
-76.9990981822998,38.9623518492099,12000602_47033282_47033292,47033292,75.02600098,Alley-47033292 & Alley-47033282 & 6TH ST NE,10,f0ec47be84c56b1ef95698f8ba87b48c,,3889012
-77.0219162448452,38.9041756151338,11000702_11053492,11053492,732.03497314,L ST NW & 7TH ST NW,13,6e512e9a47ccbeef5349686096484a28,2062,3889013
-76.9801359795426,38.9335628020952,47018192_47032502_47044022,47044022,0,Alley-47044022 & Alley-47018192 & Alley-47032502,10,1112d98a2a932a9b17add0bdeded36ce,,3889014
-77.0125834081473,38.9565954379876,11052062_47013802,47013802,69.78700256,Alley-47013802 & KENNEDY ST NW,10,9150108b0b1b02753e068681fc3ca412,,3889015
-76.9316700548193,38.9034403641217,12004902_47074152,47074152,48.91999817,Alley-47074152 & 49TH ST NE,10,b7520895ca195d7a5e871a5b9e8a4f8f,,3889016
-77.034640114612,38.9286917609441,11044522_11048752,11048752,2488.42895508,IRVING ST NW & HIATT PL NW,10,d94ccd7d10c897c7800f5395c1c09aca,,3889017
-77.0926198596813,38.9451877635613,11004702_47053752,47053752,127.19599915,Alley-47053752 & 47TH ST NW,10,261c948b28fa6d83e5506fefca9b920f,,3889018
-77.0070175661824,38.9331074587653,11032612_11069962,11032612,0,EISENHOWER SHERIDAN RD NW & PERSHING DR NW,10,95af95e5f0225d4dbedca75dacfc6cb5,,3889019
-76.9822156127613,38.8913169412099,12001602_47046882_47073262,47073262,0,Alley-47073262 & 16TH ST NE & Alley-47046882,10,644e1bd35ede84786a159549cac03b07,,3889020
-76.9964752339117,38.8261964975124,58023302_58023322_58023342,58023322,0,Driveway-58023322 & Driveway-58023302 & Driveway-58023342,10,c82d44d9a93b47236fab6e9986712f79,,3889021
-77.0229319332095,38.9607427558699,47005972_47023972_47059162,47059162,0,Alley-47059162 & Alley-47005972 & Alley-47023972,10,e0cde983e4021d515b1b05f279088258,,3889022
-77.0308677034925,38.9353032946589,11046152_11069292,11069292,0,PARKWOOD PL NW & HOLMEAD PL NW,11,2a3cb754218717ed5cb5772b34e61e2c,,3889023
-76.944213446731,38.8860990134637,47019902_47020472_47037462,47019902,0,Alley-47019902 & Alley-47020472 & Alley-47037462,,eac530c13417ced941a3cc2453661b9b,,3889024
-77.0081115223239,38.8236348352474,14039392_58015912,14039392,192.42399597,GALVESTON ST SW & Driveway-58015912,10,324ca2c61b5172c747c118cf9b044e0a,,3889025
-77.0568107952603,38.9299852471,47086252_47086262_47086272,47086262,93.6989975,Alley-47086262 & Alley-47086252 & Alley-47086272,10,30a7d326b72aa689b56a9a6ca5314b0b,,3889026
-76.9501371160795,38.92269860043,12037462_58017042,12037462,84.125,NORTH FORT LINCOLN DR NE & Driveway-58017042,10,860b988a025da789bd66245035d07c41,,3889027
-76.9855123750774,38.8909393240905,12001402_12008582,12001402,125.35399628,14TH ST NE & A ST NE,11,1829802bf4daeaede2d462dc7d6501a5,,3889028
-76.998016502767,38.8793577028443,15048473_36005542,15048473,1785.59594727,INTERSTATE 695 I BN & Ramp-36005542,10,341ba163f8a5dd1eef6c547be5629abc,,3889029
-76.9452136972923,38.8649564826,13081512_47054412,47054412,299.32501221,Alley-47054412 & SOUTHERN AVE SE,,efad61294313c46e43148e70a4770094,,3889030
-76.9465853583893,38.898388418501,12041472_12061162_58016162_58017232,12061162,1115.80102539,MINNESOTA AVE NE & GRANT ST NE & Driveway-58016162 & Driveway-58017232,13,5c475ab9dfc4314c3592f1cdd5271022,4083,3889031
-77.0090246857999,38.9699554471029,11088792_15065322,15065322,7285.38378906,NORTH CAPITOL ST BN & VAN BUREN ST NW,12,65a0f4a5856ed6368c0d6829e791861e,,3889032
-77.0158387399014,38.9511425078647,11000302_11034972,11000302,3537.50610352,3RD ST NW & FARRAGUT ST NW,,efb9ee3a435e025f10cf0d55103b641c,,3889033
-76.9958852857747,38.8518546617654,13058412_13059452,13058412,51.68000031,MAGNOLIA ST SE & MARTIN LUTHER KING JR AVE SE,10,6ada63ec2e86624770aaf0d8b993ce0c,,3889034
-76.9371927896849,38.9112175529509,12004502_12071242,12071242,270.84298706,PONDS ST NE & 45TH ST NE,10,e5270e4ce66cbacecee9d8ce36ecb4ad,,3889035
-77.0420664567673,38.90725400733,11025152_11063182,11025152,710.5,CONNECTICUT AVE NW & N ST NW,13,5f2ec2e6132a9f9b62c0354df60eced7,1096,3889036
-77.0375086207443,38.9477026078458,47013812_47054272_47066432_47079462,47066432,0,Alley-47066432 & Alley-47013812 & Alley-47054272 & Alley-47079462,10,5cfe587d30ac2e4625d02b7e72a003c1,,3889037
-77.0054548815348,38.9155713245149,12084562_58002052,58002052,0,Driveway-58002052 & T ST NE,10,5ae7674c62706fc1d55053799920209c,,3889038
-77.0229506084896,38.9177698884337,11000802_11088462,11088462,934.64300537,V ST NW & 8TH ST NW,12,65697d5674a98f8b30a5571aec011ee8,,3889039
-77.0748105575064,38.9066586531454,11055452_11086342,11086342,63.09899902,TONDORF RD NW & LIBRARY WALK NW,12,8fbd00170e8d4e3fbf79a6292a6cf4ed,,3889040
-77.0189297991765,38.915008293599,11000502_11036722,11000502,2242.22192383,5TH ST NW & FLORIDA AVE NW,11,1fad296543c58db82ea739fda1fe5aa6,,3889041
-76.9978420386363,38.8454351021053,47028392_47034602_47075852,47028392,209.75300598,Alley-47028392 & Alley-47034602 & Alley-47075852,10,1512d1426a18172df4f654702d8001f5,,3889042
-77.0199012215325,38.9072480757983,11000602_11063182,11000602,1683.56005859,6TH ST NW & N ST NW,13,7e21f934e974a0a4a521a71348700019,2050,3889043
-77.0124121530758,38.9655025683416,11016382_47057782,47057782,0,Alley-47057782 & BLAIR RD NW,10,b8f5159e7c737448b1f2f66df4675a4b,,3889044
-77.0099007759514,38.8720403810796,14020932_14068382,14068382,70.63300323,P ST SW & CARROLLSBURG PL SW,10,53143432bbb788a5f26d62db5e16f1dc,,3889045
-76.9884314969946,38.8327783204216,13014752_13092882,13092882,1393.85998535,WHEELER RD SE & BELLEVUE ST SE,10,a65213e4044f903103730ff80297dc37,,3889046
-76.9961913090526,38.8785236335052,13000702_63089892,13000702,1229.97399902,7TH ST SE & VIRGINIA AVE SE,,b7db2a3ce469de424a9d1d07e97ca84d,,3889047
-76.9316134497078,38.9093678269003,47034452_47050502_47059572,47059572,0,Alley-47059572 & Alley-47034452 & Alley-47050502,,756c43b4f1eedee35562c06102f4599e,,3889048
-77.0195533960863,38.8373708399118,14061382_14061382A,14061382A,0,MITCHELL LOOP SW & MITCHELL LOOP SW,11,bffbc712e2800dac4b87355c7a41a108,,3889049
-76.990283198098,38.9033742175132,47029812_47049052_47068842_47089272,47049052,0,Alley-47049052 & Alley-47029812 & Alley-47089272 & Alley-47068842,10,d9cc00059f29cef19d5eb3d95b7cb6fc,,3889050
-76.9234584627079,38.8907783896867,12010272_47045482,12010272,1742.4630127,AMES ST NE & Alley-47045482,,d6db366546b7c24933667c86fcb58814,,3889051
-77.0719000397343,38.919996005673,11042642_47013942,47013942,0,Alley-47013942 & HALL PL NW,10,e9e1ece87d48472124cd031c8895d8a0,,3889052
-76.9191518145544,38.8983705463169,12005702_12063252,12005702,712.88800049,57TH ST NE & NANNIE HELEN BURROUGHS AVE NE,11,600e99d0a759900b1ef3508e92de3245,,3889053
-77.0064953055149,38.8302232996189,13017482_47060662_47087022,47087022,40.33599854,Alley-47087022 & BRANDYWINE ST SE & Alley-47060662,,f1ad314c67901f11e347c00cf38d58e9,,3889054
-76.942701551226,38.8779776949129,13045112_47044112,13045112,11.94400024,HILDRETH ST SE & Alley-47044112,10,af51304b6a78cca4c4e07af25c319f03,,3889055
-77.0848227111416,38.9288822219334,11044002_58014732,58014732,67.10500336,Driveway-58014732 & HAWTHORNE ST NW,10,482666d98ae4c5b0e66cd6beb97c449d,,3889056
-76.928550066583,38.8843413509208,13005102_13019952,13019952,340.65701294,CALL PL SE & 51ST ST SE,11,87a9372bd96c1eea14f8c114402899bd,,3889057
-76.9849635911595,38.8939299353381,47036002_47046832_47065512,47036002,0,Alley-47036002 & Alley-47046832 & Alley-47065512,,ab9f686042fff1c0d09aecd1b2b79a9c,,3889058
-76.9977514949786,38.9593251377964,12000602_12064872,12064872,629.43499756,NICHOLSON ST NE & 6TH ST NE,,ad3987794fecb2db2549c6338492c2c2,,3889059
-76.9784867244322,38.889194598224,47058302_47075082_47080812,47058302,0,Alley-47058302 & Alley-47075082 & Alley-47080812,,bafefaef4ff9fd3da284d203afe630d1,,3889060
-76.9836774525009,38.9425598013808,12001602_12060582,12060582,2964.13891602,MICHIGAN AVE NE & 16TH ST NE,11,0a5da39c8be6fcf3475e9b03e014c968,,3889061
-77.0082228630861,38.8764732751701,13057852_13088752_47087602,47087602,60.1780014,Alley-47087602 & M ST SE & VAN ST SE,10,5058370e71a0aa34b76e99e91a8aae15,,3889062
-77.0272015248305,38.9379925613273,11001002_47075582,11001002,3385.31103516,10TH ST NW & Alley-47075582,,83e53aa1d2badd6df96ae407aaed6ebb,,3889063
-76.9662199688588,38.875723892585,13061162_47002242,47002242,178.18699646,Alley-47002242 & MINNESOTA AVE SE,,076a63d85073d72f173b7c896a1e9527,,3889064
-77.0706097559134,38.9096801186448,58004402_58012252_58019212,58019212,0,Driveway-58019212 & Driveway-58004402 & Driveway-58012252,11,11a804ec5abdb436a0efe21c60c2c3bc,,3889065
-77.0810424914144,38.9630986472101,11004132_11056292,11056292,1370.18701172,LIVINGSTON ST NW & 41ST PL NW,11,208993b5f48a85bbcb601be2e7408adb,,3889066
-77.0239695861938,38.9003435702981,11000902_71068512,71068512,0,PALMER ALY NW & 9TH ST NW,,8ec68f2e4e6750509de0e3e9bc8bcadc,,3889067
-77.0569966921436,38.9271665179374,47023392_47060432_47062332,47060432,0,Alley-47060432 & Alley-47062332 & Alley-47023392,10,e0c155108bcb350465d84310d0d48ce4,,3889068
-77.0340207353595,38.9737282345363,11001402_11058482,11058482,757.07202148,MAIN DR NW & 14TH ST NW,10,9f7b1d8252de8a591473dce50cb5efa5,,3889069
-77.0690314933161,38.955376635506,11003602_47009162,47009162,0,Alley-47009162 & 36TH ST NW,10,1e9d1ae326570e745b11ce6db5a565bf,,3889070
-77.0777534225059,38.9126819561203,11075332_58011922,11075332,1173.49902344,RESERVOIR RD NW & Driveway-58011922,10,2ff309506de9da84b28a591975414460,,3889071
-76.9613547906541,38.8771893296625,13017352_47027992,13017352,43.97700119,BRANCH AVE SE & Alley-47027992,10,24b8b7cff40b4278b2a5dd7fda6acd56,,3889072
-76.953738755305,38.8906891874888,12003602_12010272,12010272,297.30499268,AMES ST NE & 36TH ST NE,11,34ce0b87099193479617d65ea1603564,,3889073
-77.0296284218054,38.9025301861527,11001302_11050892_21050891,11050892,1781.49499512,K ST NW & 13TH ST NW & K ST NW Service Rd,13,90c6ce4846d671280e272706979d44a6,2137,3889074
-77.0900776688716,38.9443605731283,47016622_47025192_47031922,47031922,0,Alley-47031922 & Alley-47016622 & Alley-47025192,10,2e4d312f4d324b88ab2f4d0e07aa70fc,,3889075
-77.0311773873476,38.9133559975211,11076112_47026252,47026252,0,Alley-47026252 & RIGGS ST NW,10,e085b58dce653ba44a0b621f7c16400c,,3889076
-77.0736998809239,38.9603241428985,11051222_47036942,47036942,0,Alley-47036942 & KANAWHA ST NW,10,2c255556e54aefdcb5f44f5512590061,,3889077
-76.9731984981049,38.9056287978017,12002132_12057852,12002132,148.74499512,21ST PL NE & M ST NE,11,51a941b102497cc629208c3a1e5deed3,,3889078
-77.0161616197892,38.913685231463,11000402_47051512,47051512,38.85900116,Alley-47051512 & 4TH ST NW,,c5b0b125ddace6a0fe16208180959d1f,,3889079
-76.992646007591,38.9020890058075,12001002_47047432,47047432,0,Alley-47047432 & 10TH ST NE,,d29061c267791e889c51b97518145782,,3889080
-76.944392148999,38.8813318778308,13085542_47015822,47015822,0,Alley-47015822 & TEXAS AVE SE,10,83b8156daf5d0ff5d80b0009bbdef546,,3889081
-76.9757759191512,38.8901211286421,15031912A_58010592,15031912A,136.97000122,EAST CAPITOL ST BN & Driveway-58010592,10,950b7b1f37f76f3a84d5d2173c2b32b6,,3889082
-77.0756336700126,38.9148702663864,11003902_47067912,47067912,123.25,Alley-47067912 & 39TH ST NW,10,58f592809cdb6eb509535647bb895ff1,,3889083
-76.9741755950993,38.9002001591645,12002102_12042442,12042442,2648.21289063,H ST NE & 21ST ST NE,12,c17c3de0260d34964963000171c0474d,,3889084
-77.0156284774642,38.9661423177757,11079882_47052842,11079882,395.89898682,SHERIDAN ST NW & Alley-47052842,10,e5bb4ac0a51849b14813dbc9c9a3bde7,,3889085
-77.0421729456596,38.9210457436201,11001802_47018942_47089382,47018942,0,Alley-47018942 & 18TH ST NW & Alley-47089382,10,ee7b70c84a39c3ad17e0b2786935ea4b,,3889086
-76.9771649418925,38.896501118959,12001902_47042392,47042392,0,Alley-47042392 & 19TH ST NE,10,eff3ceb3aa491c5b0b56bc145e8b8986,,3889087
-76.9415674978027,38.9085539556733,12067662_47016292,47016292,156.3710022,Alley-47016292 & ORD ST NE,10,4ec3da115f1e61137237e0a4071433c2,,3889088
-77.0372079225609,38.9618407670199,47013722_47017962_47026842,47017962,0,Alley-47017962 & Alley-47013722 & Alley-47026842,,52683e1f6dc040d7544d6af1eea286ac,,3889089
-76.9762491068586,38.8803283015075,58021962_58021972_58021982,58021982,104.87000275,Driveway-58021982 & Driveway-58021962 & Driveway-58021972,0,faffc1086371306eeefff38dd899a95b,,3889090
-76.9812933116529,38.9345210982299,12001702_47068632,47068632,43.64400101,Alley-47068632 & 17TH ST NE,10,e996024532879d7dd6fbd64560b98d76,,3889091
-77.0162975173933,38.909649989103,11064282_11068382,11064282,2028.10302734,NEW JERSEY AVE NW & P ST NW,13,02803f9faf714d2afa42e8ce7da7b6df,3011,3889092
-77.0524502724175,38.8918015643532,15048431A_36004262,15048431A,158.37399292,INTERSTATE 66   BN & Ramp-36004262,17,08a468e2cb2d91f90400907ff03e5144,,3889093
-76.9841046924455,38.8954055095872,12031132_47008782_47083432,47008782,0,Alley-47008782 & DUNCAN ST NE & Alley-47083432,,c2142e0dd05b1caae01de2e6f565431f,,3889094
-76.9949761751724,38.8785434961287,13000802_36005552,36005552,0,Ramp-36005552 & 8TH ST SE,14,2b43fb090d55ccd08ef023ec77ba5637,4029,3889095
-77.0247703830083,38.9461831330939,11018782_47019242_47082802,11018782,754.49401855,BUCHANAN ST NW & Alley-47019242 & Alley-47082802,10,1da82ff11d6c7ebee6852e2b75ecdfaa,,3889096
-76.9164075904707,38.8966675467854,12005902_47004222,12005902,462.29400635,59TH ST NE & Alley-47004222,10,301ddbb9396137724319d3f6f10fd108,,3889097
-77.0278712163744,38.8816609831739,14001242_64058502,64058502,854.14300537,MAINE AVE SW & 12TH EXPY SW,,ba22b35c6e4ccdd047cdcad796f47942,,3889098
-77.027640737764,38.9408106042824,11084892_47059202,11084892,1151.87695313,TAYLOR ST NW & Alley-47059202,10,984acc0798cd33d414727cba3cee7e91,,3889099
-77.0501996962901,38.9563749315639,58002262_58006352_58007932,58007932,56.64799881,Driveway-58007932 & Driveway-58002262 & Driveway-58006352,10,3b883f97007ddffe430670214c0044c9,,3889100
-76.9962085153308,38.9356010884558,58022612_58022622_58022632,58022632,96.54699707,Driveway-58022632 & Driveway-58022612 & Driveway-58022622,10,049bf5ba196bf8f6196ad8b4de9fe83f,,3889101
-77.069968766387,38.9165868573821,11093082_47011522,47011522,96.44999695,Alley-47011522 & WHITEHAVEN PKWY NW,10,ec99f5fcd6a3cc64dcb8b950934151ba,,3889102
-76.9815036170192,38.8473743638618,13084772_13084782,13084782,105.77999878,TANNER ST SE & TANNER CT SE,10,d34c7fd85a4620042178525371c15378,,3889103
-77.0304043723755,38.9137147781592,47005232_47016782_47023842_47065862,47005232,33.12599945,Alley-47005232 & Alley-47016782 & Alley-47023842 & Alley-47065862,10,52eb8a6b1aad2a5c85d543266e21d3fe,,3889104
-76.9353032230655,38.9112488619486,12051802_12073122,12073122,325.13400269,QUARLES ST NE & KENILWORTH AVE NE,10,7419256562a048da9c3f3d22ea6fac29,,3889105
-76.9909959088611,38.8577571611869,13030162A_58010062,13030162A,209.897995,DOUGLASS RD SE & Driveway-58010062,,bb717beea2f05bd6c3b93d0a70c09d07,,3889106
-76.950484111896,38.9021176517507,12009512_12010332,12010332,1608.94702148,ANACOSTIA AVE NE & ALBERT IRVIN CASSELL PL NE,11,6551f130584d80ba0a0bae7f3e109f22,,3889107
-76.9384889773546,38.8967835954113,12032502_47032612_47046442,12032502,357.09100342,EDSON PL NE & Alley-47032612 & Alley-47046442,,20b31ca6c1839feb4b0d2f1a3e6c1a98,,3889108
-77.0096498696699,38.9155693237046,11084562_47051132,47051132,43.9280014,Alley-47051132 & T ST NW,10,d89ed382697ac881ee175e4de3dfa825,,3889109
-76.9864219377955,38.9442453867843,12092102_47027442,12092102,743.00799561,WEBSTER ST NE & Alley-47027442,,cdb9e5eb401774b88d57a25b5ee233d4,,3889110
-77.02205960551,38.950953406671,11000702_11034972,11034972,849.78302002,FARRAGUT ST NW & 7TH ST NW,12,2b89eb13f364ae7a01b3782a3710925b,,3889111
-77.041687816291,38.9046425678769,11001802_47045792,47045792,0,Alley-47045792 & 18TH ST NW,10,78654445995b8d7d49d94e129f9af843,,3889112
-77.0296959716545,38.9602186103956,11001302_11024502_11064872,11064872,1061.08605957,NICHOLSON ST NW & 13TH ST NW & COLORADO AVE NW,13,e65d43f21c6db63d76583e4f340d3a53,5033,3889113
-77.0074253318831,38.9655202422304,12076242_47043352,47043352,62.34700012,Alley-47043352 & RITTENHOUSE ST NE,10,4a4fe6973080e0a19a84d2fc92c86965,,3889114
-77.0558392299969,38.9085451594789,11002702_11065842,11002702,508.23199463,27TH ST NW & O ST NW,12,d92fdc82d27f8c8dd351deb8d27b8657,,3889115
-77.0219245205402,38.8793030523407,14000702_14047772,14000702,1147.37695313,7TH ST SW & I ST SW,13,6536bfbd7027cd5c44377e0a7168d2ec,1232,3889116
-77.0552543066134,38.9155188854491,11019892_11059602,11019892,1164.11499023,CALIFORNIA ST NW & MASSACHUSETTS AVE NW,13,3e7859d1c6020663d850062515f5ad1a,6106,3889117
-76.9915295880788,38.8886574539068,13001102_43080652,13001102,128.272995,11TH ST SE & SLADENS LN SE,,cd63f1551a666d79a258cf07a1b57013,,3889118
-77.0233312241383,38.9690439234657,11000732_47031322_47049302,11000732,337.34100342,7TH PL NW & Alley-47031322 & Alley-47049302,10,b56a606453bb88b2af0d020b72cbfc2a,,3889119
-77.0695669902699,38.9077273017715,11065842_47024552,47024552,51.23400116,Alley-47024552 & O ST NW,10,d1c3bb0f45d74fab893eb198cd1f585b,,3889120
-77.0740018522378,38.9107631738451,11086342_11086342B,11086342,562.28497314,TONDORF RD NW & TONDORF RD NW,12,1a0938ac3d3072c8fd7c198c36cce523,,3889121
-77.0165700148826,38.9485683815391,11000332_11028212,11000332,118.65200043,3RD PL NW & DECATUR ST NW,10,7e7ab435f561746c551bf56b25e29a76,,3889122
-77.0770332544359,38.9470980748695,11003902_11010072,11003902,3320.26489258,39TH ST NW & ALTON PL NW,11,20a2a78ae955d17331e7f60e73845915,,3889123
-77.076513001176,38.9213794852043,47055722_47069742_47079512,47055722,31.49300003,Alley-47055722 & Alley-47069742 & Alley-47079512,10,f67df76d7158412d01e652950b0a8f82,,3889124
-76.9649616364327,38.8632776032482,13090152_47030082,47030082,138.14900208,Alley-47030082 & W ST SE,10,23e248492bad7e8115b275bf0c40ec15,,3889125
-76.9734228604669,38.9321323637928,12054472_47054622,47054622,0,Alley-47054622 & LAWRENCE ST NE,10,9d9f6ef2d7ae2a44ba1e6cd02db6b55b,,3889126
-77.037159170915,38.9203208519176,11014452_11015012,11014452,0,BEEKMAN PL NW & BELMONT ST NW,10,791b559be4c0565e618cdeeaf6f93821,,3889127
-76.9616062582853,38.9237517791511,12069502_12085702*1,12085702,49.06900024,THEODORE R HAGANS DR NE & PATRICIA ROBERTS HARRIS PL NE,11,62388fe1f4b16ca78f5953ffada8d4fb,,3889128
-77.088059600003,38.9533243518694,11032762_47049522_47049532,47049522,0,Alley-47049522 & ELLICOTT ST NW & Alley-47049532,10,f81e71b847768bbc203d5c8c343189e9,,3889129
-76.962332737191,38.8738277594141,13003132_13063312,13003132,86.93299866,31ST PL SE & NASH PL SE,11,79bccbee3458c352aa60a9dee64966e6,,3889130
